// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0x40ec41ec00 80.264 51.3
R 0x747dddf880 80.349 49.3
R 0x828f660c0 80.355 50.4
R 0x499ceccac0 80.383 46.0
R 0x4e8905cf00 80.388 47.7
R 0x65edd04440 80.398 54.0
R 0x45768d3bc0 80.432 54.5
R 0x5e04e300c0 80.446 53.5
R 0x5034d16080 80.462 49.7
R 0x440b98dc0 80.463 51.2
R 0xe7ecbeac0 80.525 54.7
R 0x3da167bf00 80.536 50.1
R 0x551a9a2e00 80.557 54.4
R 0x5e04e30540 80.559 47.8
R 0x2473143480 80.564 50.4
R 0x28cbc7f080 80.619 45.3
R 0x41c921b940 80.734 46.0
R 0x65e2aba180 80.761 47.5
R 0x5fc07baa40 80.782 45.6
R 0x63ec2d5c00 80.797 53.5
R 0x3fe5530500 80.845 54.0
R 0x30fe113880 80.865 52.2
R 0x5fffa6eb00 80.869 50.0
R 0x66b3c3ff40 80.872 45.6
R 0x6d1c0fef00 80.881 54.7
R 0x7b6ff7a240 80.882 52.1
R 0x5378d85dc0 80.919 50.8
R 0x7855e32840 80.938 48.9
R 0xe07f87b00 80.971 47.9
R 0x58a184c80 80.975 54.4
R 0x68c2edd840 81.097 46.8
R 0x651a448ac0 81.116 46.9
R 0x1a837d4240 81.126 54.9
R 0x5176410a00 81.230 47.0
R 0x42a7a2ffc0 81.241 51.8
R 0x291dec12c0 81.268 48.3
R 0x716d876300 81.273 54.4
R 0x3685296540 81.315 54.9
R 0x1e2f393500 81.364 54.0
R 0x6b38dfce40 81.382 54.9
R 0x7d1451d240 81.388 48.2
R 0x20493ce540 81.409 48.9
R 0x3a040533c0 81.428 49.2
R 0x4038dad440 81.460 45.1
R 0x67959223c0 81.474 50.4
R 0x6640b0c0 81.476 54.1
R 0x1277cc1640 81.486 51.8
R 0x3da167bc80 81.506 45.4
R 0x3a01ba7480 81.530 46.9
R 0x47c7695ec0 81.532 47.5
R 0x17b736eb40 81.595 47.8
R 0x4f6eb4c7c0 81.610 47.7
R 0x3d9bdab440 81.612 46.3
R 0x3a040538c0 81.624 50.9
R 0x1638258400 81.688 47.3
R 0x5378d85d40 81.718 54.2
R 0x1a82100680 81.721 52.7
R 0x5525d48640 81.884 48.8
R 0x70da124940 81.899 50.9
R 0x103f6bc080 81.914 47.8
R 0x1893d16200 81.933 46.2
R 0x5c0dc12580 81.944 47.6
R 0x27dc922680 81.970 47.6
R 0x57ae0ff7c0 81.998 50.8
R 0x3f28b4efc0 82.027 53.3
R 0x3e39049bc0 82.051 50.5
R 0x6d1c0fe240 82.053 48.7
R 0x4a3f70c940 82.057 51.3
R 0x403f21fc00 82.076 53.5
R 0x9ff8f1fc0 82.098 52.8
R 0x3b968f0700 82.099 50.1
R 0x69b87a3300 82.176 49.8
R 0x3901931f00 82.221 47.7
R 0x1694579b40 82.254 47.0
R 0x66517715c0 82.271 46.1
R 0x31017951c0 82.277 50.1
R 0x43bfce1600 82.290 48.8
R 0x23f7ee2880 82.305 53.1
R 0x2be60d0dc0 82.325 49.6
R 0xce005aa80 82.343 45.3
R 0x60667c2b80 82.391 52.2
R 0xce005a740 82.406 47.6
R 0x450ef8b000 82.415 54.5
R 0x2fba4f85c0 82.420 49.3
R 0x69d9c9e400 82.425 46.8
R 0x9ff8f1cc0 82.489 54.2
R 0x55f380800 82.502 46.9
R 0x557508fa00 82.550 49.5
R 0x2b78b5e040 82.550 49.6
R 0x6e810ad740 82.645 45.6
R 0x65edd04fc0 82.700 54.4
R 0x5034d166c0 82.722 48.5
R 0x485d972c00 82.788 49.3
R 0x42fd043640 82.797 52.2
R 0x66ad814080 82.840 49.8
R 0x7c367e6880 82.877 47.6
R 0x1495374fc0 82.890 52.8
R 0x7e4a3eda80 82.890 53.1
R 0x716d876800 82.940 51.0
R 0x7df8597480 82.965 45.5
R 0x78114adf80 82.979 52.5
R 0x79e31a96c0 82.999 47.4
R 0x35c5c3cb40 83.009 46.5
R 0x3685296980 83.012 49.3
R 0x3fe5530f40 83.075 50.1
R 0x43357403c0 83.079 47.0
R 0x69d9c9e900 83.084 48.5
R 0x291f0df400 83.089 46.0
R 0x5ead39a180 83.093 53.9
R 0x7024f62d40 83.105 50.8
R 0x25df09f5c0 83.107 45.5
R 0x1622aa68c0 83.112 51.6
R 0x291f0df380 83.114 53.7
R 0x2f1d8b5bc0 83.147 52.5
R 0x2ca15f8900 83.186 50.5
R 0x6b2b256b80 83.192 50.2
R 0x6c2e58d740 83.225 54.8
R 0x704b86d740 83.259 54.5
R 0x3c35762600 83.269 46.7
R 0x1107a79c80 83.278 53.6
R 0x2fa8bb5f00 83.287 45.7
R 0x5c26bd2840 83.306 53.3
R 0xce005abc0 83.350 52.4
R 0x4b6fedb600 83.355 47.2
R 0xb07bb6900 83.357 46.0
R 0x5ead39a8c0 83.424 49.3
R 0x5613939740 83.461 49.7
R 0xea14f0d40 83.493 46.6
R 0x3a62db2080 83.527 46.3
R 0x4e29a6f540 83.532 54.1
R 0x293b569fc0 83.541 49.0
R 0x2b3c78a380 83.554 47.4
R 0x41d2233480 83.581 51.9
R 0x2a9fc828c0 83.604 48.2
R 0x4a7dda4a40 83.612 51.9
R 0x27dc922c00 83.636 51.5
R 0x60667c22c0 83.646 45.4
R 0x3c0c8ec100 83.648 53.2
R 0x6500496a80 83.698 49.4
R 0x1323197380 83.714 52.3
R 0x1feb65b900 83.788 49.8
R 0x3a33276b00 83.799 52.8
R 0x485c0f1dc0 83.805 48.8
R 0x22f4299240 83.903 53.1
R 0x3d7d343780 83.916 50.8
R 0x175c283ec0 83.920 51.6
R 0x5cabc90c80 83.925 46.3
R 0x47a0290cc0 83.996 48.1
R 0x41d2233540 84.010 54.4
R 0x41c921bb40 84.157 53.7
R 0x1fecb90740 84.175 48.9
R 0x6e0fcf6440 84.185 50.9
R 0x66b3c3f880 84.205 52.8
R 0x1622aa60c0 84.217 51.1
R 0x47e7f8de40 84.321 51.8
R 0x10e2c779c0 84.383 53.4
R 0x6500496100 84.409 46.3
R 0x136445edc0 84.447 45.4
R 0x69d9c9ef40 84.469 48.4
R 0x5abf1000c0 84.475 54.8
R 0x503028ae00 84.537 50.2
R 0x1cc6739180 84.554 49.9
R 0x2152f5e840 84.559 53.3
R 0x44bfa6b840 84.572 47.0
R 0x7a9c9ab980 84.596 46.8
R 0x503028a980 84.616 52.3
R 0x66f0441f40 84.629 52.5
R 0x5e04e307c0 84.634 50.7
R 0x77201f7340 84.652 49.0
R 0xdd520f1c0 84.680 53.7
R 0xca042cfc0 84.697 49.3
R 0x6a0706f400 84.709 45.8
R 0x76b455b880 84.729 50.7
R 0x24ca9a1ac0 84.756 48.8
R 0x475aa7bc0 84.774 48.0
R 0x5cabc90b40 84.783 48.1
R 0x3f28b4e140 84.815 51.8
R 0x599b887080 84.835 54.2
R 0x2473143180 84.840 50.3
R 0x24518d3740 84.879 50.3
R 0x6e0fcf62c0 84.897 48.2
R 0x1893d16200 84.938 52.1
R 0x3a98ec0bc0 84.968 47.8
R 0x375ca1ef80 84.986 49.8
R 0x43df23cb40 84.986 49.0
R 0x11c6030340 85.027 53.9
R 0x1141d80e40 85.036 52.7
R 0x7b0f5e4c00 85.062 47.2
R 0x28cbc7f200 85.072 45.1
R 0x47a648a000 85.074 50.9
R 0x704b86d840 85.091 52.4
R 0x710e27c440 85.153 52.3
R 0x4dfebd2cc0 85.164 49.1
R 0x3b968f09c0 85.168 48.1
R 0x136445ea40 85.196 52.1
R 0xc179a8780 85.205 48.3
R 0x2fbf6f1b80 85.211 53.4
R 0x13550e4440 85.228 52.4
R 0x44c71e1540 85.278 53.0
R 0x5cabc908c0 85.280 45.9
R 0xe9c13f800 85.310 51.3
R 0x14cc2a6000 85.339 50.7
R 0x2d8f47b740 85.383 46.7
R 0x9ff8f1740 85.386 53.6
R 0x8a1542dc0 85.441 47.9
R 0x7c1d5cc240 85.450 46.3
R 0x4347f40d00 85.484 47.5
R 0x65edd04800 85.507 54.5
R 0x2264fbaa00 85.518 53.5
R 0x4038dad340 85.529 50.3
R 0x9ad0a89c0 85.552 47.0
R 0x5d276fac80 85.583 50.6
R 0x499ceccf80 85.593 47.1
R 0x49a3e15300 85.636 54.8
R 0x1760d00d40 85.645 45.3
R 0x7c1d5ccac0 85.662 52.8
R 0xddbe89b80 85.704 53.4
R 0x33eb82d740 85.746 46.8
R 0x710e27cd40 85.774 46.1
R 0x3c07015880 85.801 51.5
R 0x5edf121980 85.837 52.1
R 0x719ff5fac0 85.878 51.8
R 0x4817d8bdc0 85.912 46.4
R 0x5b3a6e3780 85.913 53.4
R 0x333389ee40 85.952 48.0
R 0x1a837d4940 85.980 48.5
R 0x6d1c0feb40 85.993 47.7
R 0x23f7ee2580 86.015 48.4
R 0x5419492440 86.020 45.3
R 0x2fa8bb5400 86.058 50.9
R 0x63ec2d54c0 86.065 46.3
R 0x5383151000 86.078 52.2
R 0x2ca15f82c0 86.123 46.1
R 0x2ca15f8b80 86.131 50.2
R 0x5613939f00 86.181 52.8
R 0xd3085bc80 86.187 48.0
R 0x1fecb90440 86.220 52.3
R 0x2152f5e600 86.238 51.9
R 0x3ab0845580 86.241 47.8
R 0x572282fb00 86.288 47.4
R 0x5f10f44940 86.420 50.4
R 0x3fe5530080 86.428 54.0
R 0x6a0817a5c0 86.452 47.3
R 0x5ead39ac40 86.471 48.2
R 0x1fa98ba840 86.483 52.4
R 0x89bece880 86.515 46.1
R 0x5f0bae95c0 86.593 47.1
R 0x44a754aac0 86.638 46.9
R 0x4ac024fc00 86.641 53.3
R 0x5cabc901c0 86.653 48.9
R 0x2fa8bb5480 86.695 51.7
R 0x7bc7cbf540 86.741 47.9
R 0x22f4299e80 86.890 45.7
R 0x599b887240 86.904 53.9
R 0x5ead39ae40 86.914 48.6
R 0x5c18091580 86.943 54.4
R 0x581b093900 86.951 46.3
R 0x293b569500 87.083 46.0
R 0x76b455be40 87.085 52.7
R 0x7df8597e40 87.094 51.3
R 0x2f149c33c0 87.124 47.0
R 0x94da8e080 87.170 48.5
R 0xe2d3775c0 87.198 51.5
R 0x2fbf6f12c0 87.209 45.4
R 0x1f108dfa80 87.216 48.0
R 0x2f1d8b5300 87.219 53.5
R 0x5d65fa9740 87.222 48.8
R 0x1eebecf80 87.226 54.1
R 0x7819ab1e80 87.240 52.3
R 0x43df23c0c0 87.337 45.9
R 0x69d9c9e440 87.348 54.5
R 0x9ad0a82c0 87.368 50.8
R 0x7440f82200 87.373 51.4
R 0x77760f7840 87.411 45.7
R 0x1622aa6200 87.449 53.3
R 0x5c0dc128c0 87.508 52.2
R 0x2148488c0 87.514 52.6
R 0x3d9bdabc80 87.550 49.2
R 0x363bdfe400 87.590 53.0
R 0x7519220480 87.591 54.9
R 0x13550e49c0 87.628 49.1
R 0x1a837d4e00 87.635 48.3
R 0x3059901200 87.662 52.4
R 0x2a9fc822c0 87.677 49.9
R 0x5c0dc120c0 87.679 53.2
R 0x1cc6739b40 87.695 52.7
R 0x21d1ac9180 87.714 52.8
R 0x17745beb80 87.723 46.2
R 0xdd520f0c0 87.731 48.8
R 0x450ef8b1c0 87.745 49.1
R 0x43b373980 87.800 46.6
R 0x71dfc8bc80 87.825 52.8
R 0x651a4481c0 87.831 50.2
R 0x5176410200 87.871 50.0
R 0x7ebfd54f40 87.959 45.9
R 0x47c76951c0 87.965 47.8
R 0x2ed111cac0 87.981 49.6
R 0x6d10734c00 87.985 46.6
R 0x572282ffc0 88.030 49.9
R 0x5f0bae9e40 88.088 51.8
R 0x35c5c3c380 88.099 51.3
R 0x716d876680 88.104 53.8
R 0x485c0f19c0 88.116 53.0
R 0x5507a3a3c0 88.206 54.0
R 0x66b3c3fac0 88.235 49.6
R 0x94da8ecc0 88.259 53.1
R 0x7e00c23100 88.279 45.6
R 0x2fba4f8900 88.350 53.4
R 0x6e810ad400 88.385 49.5
R 0x3d7d343900 88.389 50.1
R 0x480e0f9a00 88.425 48.3
R 0x19f3a4ddc0 88.497 49.3
R 0x6b38dfc480 88.561 54.9
R 0x6596437280 88.564 49.6
R 0x1c63dfe4c0 88.621 49.1
R 0x3901931240 88.673 54.0
R 0x7ac69f7400 88.673 48.3
R 0x1a837d4f00 88.677 52.8
R 0x43b373bc0 88.697 52.5
R 0x60d2dc5740 88.779 50.0
R 0x1eebec880 88.800 54.6
R 0x14155e0100 88.801 53.0
R 0x5fc07bab80 88.851 52.3
R 0x66517712c0 88.853 54.7
R 0x6d3e63100 88.860 51.4
R 0x6d47d8f1c0 88.931 54.7
R 0x2ec8f4e300 88.957 46.9
R 0x77201f7d00 88.959 50.5
R 0x22f4299cc0 88.977 45.7
R 0x7c5486cfc0 89.094 51.2
R 0x2ec8f4e0c0 89.105 45.2
R 0x3c98e5d7c0 89.210 49.3
R 0xee80afb00 89.234 52.8
R 0x5bd7a37680 89.236 52.6
R 0x40c2ce340 89.313 48.5
R 0x13a6a275c0 89.321 52.3
R 0x275edeb00 89.566 53.0
R 0x76b455bd00 89.571 51.3
R 0x65a70f16c0 89.638 50.9
R 0x5f10f44dc0 89.638 52.6
R 0x3f85f3c680 89.650 47.5
R 0x1c63dfe600 89.656 48.7
R 0x34200d1f80 89.669 49.9
R 0x6c2e58dc40 89.691 48.6
R 0x465a122800 89.702 48.1
R 0x5f69eedc0 89.738 48.9
R 0x29bd509b80 89.744 45.1
R 0x293b569c80 89.818 47.3
R 0x42fa108e00 89.861 50.6
R 0x1c63dfe0c0 89.928 51.9
R 0x428af10480 89.944 49.1
R 0x1156160200 89.968 49.7
R 0xc179a82c0 89.993 51.3
R 0x4e8905cc40 90.010 48.8
R 0x66f0441b80 90.020 54.1
R 0x51bcbc83c0 90.145 47.6
R 0x6258fd2300 90.145 51.0
R 0x16c3682ec0 90.166 47.4
R 0x76e590c040 90.184 54.7
R 0x5edf121480 90.268 53.6
R 0x3514634c00 90.310 53.1
R 0x7735c34e80 90.341 45.7
R 0x3e39049f80 90.380 47.4
R 0x484489da80 90.423 49.4
R 0x2910144180 90.435 48.7
R 0x19c55e7100 90.474 54.4
R 0x4ac024fd00 90.505 50.1
R 0x14155e0080 90.541 51.0
R 0x7782271d40 90.550 54.3
R 0x47e7f8d980 90.590 47.3
R 0x4dfebd2c40 90.606 52.2
R 0x19f3a4d2c0 90.639 49.3
R 0x4b6fedbbc0 90.661 48.9
R 0x58909723c0 90.723 50.7
R 0x1cc6739540 90.742 50.3
R 0x69b87a3f40 90.770 47.7
R 0x40b0a0eb40 90.796 54.5
R 0x27b86a5400 90.799 51.0
R 0xce005af80 90.806 46.1
R 0x7c367e6040 90.815 50.5
R 0x17a0da5f40 90.892 47.1
R 0x21b6ff3fc0 90.896 55.0
R 0x1c63dfe880 90.905 46.0
R 0x6b2b256b40 90.909 45.6
R 0x65964377c0 90.929 45.9
R 0x58870bf500 90.987 45.1
R 0x291f0dfe80 91.007 52.8
R 0x1e2f393b00 91.118 48.1
R 0x3f38141700 91.123 51.3
R 0x727fb31d40 91.322 53.5
R 0x17b736e640 91.332 46.2
R 0xee80aff00 91.397 52.3
R 0x6c2e58de80 91.398 49.6
R 0x6e79b3ab80 91.450 54.2
R 0x5602d8e2c0 91.460 46.2
R 0x21ec5c0c80 91.468 52.8
R 0x539aa20440 91.476 48.5
R 0x1277cc1440 91.564 51.6
R 0x2473143a00 91.577 51.5
R 0xca042c480 91.644 53.0
R 0x5f10f44200 91.647 46.0
R 0xd3085bdc0 91.652 53.5
R 0x6e0fcf6100 91.772 50.6
R 0x3233d0d4c0 91.774 52.0
R 0x4276ddfe40 91.794 45.0
R 0x3a33276cc0 91.889 47.8
R 0x24ca9a1040 91.950 50.2
R 0x291f0df240 91.970 46.6
R 0x23f7ee2b80 92.026 53.5
R 0x7df8597340 92.047 50.8
R 0x443c8faac0 92.057 47.0
R 0x6a8f363100 92.071 47.0
R 0x76b70c4140 92.128 53.6
R 0x7cc8aeb800 92.131 47.4
R 0x7adbd94e80 92.135 45.2
R 0x539aa20f40 92.147 46.8
R 0x1fecb90f80 92.161 53.9
R 0x6ae4edff00 92.163 46.7
R 0x47a648aec0 92.163 53.3
R 0x271523580 92.182 49.1
R 0x2b66ce20c0 92.210 51.7
R 0x13a6a27040 92.247 51.4
R 0x5507a3abc0 92.294 50.8
R 0x16f1c3980 92.302 50.4
R 0x5311671840 92.319 52.6
R 0x1ce1f250c0 92.322 52.5
R 0x46abc7f0c0 92.338 53.5
R 0x8a1542a80 92.405 51.4
R 0x89bece640 92.414 49.4
R 0x7809def80 92.417 47.0
R 0x86ab59700 92.501 48.4
R 0x7df8597940 92.515 48.7
R 0x4e7bdc1080 92.565 45.5
R 0x6640b980 92.606 50.5
R 0x5358e6180 92.616 52.5
R 0x4ac024f200 92.625 52.7
R 0x2f6cc25300 92.647 50.8
R 0x5edf121200 92.666 51.8
R 0x40c2ce640 92.708 54.9
R 0xd3085bb40 92.709 52.0
R 0x65e2aba000 92.758 45.7
R 0x1694579040 92.787 46.4
R 0x71dfc8bec0 92.810 53.7
R 0x4c1481e3c0 92.860 53.3
R 0xe2d377980 92.872 45.9
R 0x79726ff440 92.896 53.8
R 0x707b25c440 92.898 49.8
R 0x27b86a5500 92.917 49.5
R 0x4e54883640 93.025 50.6
R 0x3a33276540 93.040 54.2
R 0x17b4bca280 93.086 46.7
R 0x55f380800 93.086 47.7
R 0x333389e2c0 93.170 46.8
R 0x302d235fc0 93.199 54.9
R 0x293b569080 93.232 50.1
R 0xdd520ff40 93.248 50.1
R 0x7024f62f00 93.255 52.7
R 0x43bfce1f40 93.255 47.5
R 0x39ceabd9c0 93.266 46.2
R 0x1156160a80 93.270 53.8
R 0x66963d3340 93.278 45.4
R 0x4a12977740 93.303 51.6
R 0x57a33c5800 93.305 46.6
R 0x2482e32340 93.335 52.6
R 0x3d7d3438c0 93.353 49.2
R 0x24518d3ac0 93.367 51.3
R 0x66f0441240 93.435 47.5
R 0x2e132d61c0 93.474 54.8
R 0x5203c28100 93.534 49.4
R 0x402f31e7c0 93.566 47.6
R 0xee80af800 93.682 52.4
R 0x291dec1c80 93.730 48.3
R 0x9db8ad540 93.757 52.4
R 0x442db27f40 93.957 45.1
R 0x2eca031c0 94.027 50.8
R 0x5176410a40 94.034 51.0
R 0x17745be2c0 94.037 45.1
R 0x168221d00 94.042 54.8
R 0x3a04053e00 94.043 46.1
R 0x539aa203c0 94.074 54.6
R 0x2e080bfd00 94.105 53.3
R 0x20493ce380 94.165 46.5
R 0x5e04e30e00 94.169 45.5
R 0x2978748cc0 94.172 50.3
R 0x6258fd2340 94.172 51.9
R 0x2b78b5eec0 94.209 54.6
R 0x5419492980 94.243 50.6
R 0x31017950c0 94.275 46.6
R 0x3b1129e600 94.287 48.4
R 0x271523640 94.356 45.2
R 0x5dabaa9800 94.358 47.7
R 0x7024f62280 94.371 52.9
R 0x7a9c9ab6c0 94.393 45.3
R 0x47e7f8d380 94.407 50.8
R 0x5525d48d40 94.422 49.8
R 0x4ac024f240 94.424 53.3
R 0xee80afc80 94.428 47.3
R 0x5613939180 94.453 46.3
R 0x1e2f393fc0 94.462 53.7
R 0x647338ca00 94.485 54.3
R 0x22f4299c00 94.497 49.5
R 0x440b98600 94.544 46.9
R 0x1107a79580 94.566 45.7
R 0x6b2b256f80 94.693 51.5
R 0x10b2190280 94.694 54.9
R 0x3e6a6cf140 94.704 45.1
R 0x6b2808e80 94.760 50.8
R 0x9db8ad3c0 94.769 50.0
R 0x271523f00 94.935 45.7
R 0x12f5f52a40 94.936 47.2
R 0x1c63dfea00 94.960 52.3
R 0x738aa58580 94.986 52.6
R 0x465a122280 95.033 50.9
R 0xb07bb6c00 95.084 53.8
R 0x31414e6b00 95.106 45.3
R 0x1f0cfcc9c0 95.125 47.2
R 0x6c2e58d940 95.137 52.8
R 0x65d2084300 95.164 45.0
R 0x6651771a40 95.173 46.7
R 0x71ed86af00 95.183 51.4
R 0x23f7ee20c0 95.212 48.6
R 0x393a407cc0 95.278 45.5
R 0x7c1d5cc780 95.288 50.4
R 0x42f7f61980 95.329 52.2
R 0x4bf0712780 95.341 51.7
R 0x7b0f5e4b40 95.352 46.3
R 0x51bcbc8b00 95.352 53.7
R 0x44c71e1b40 95.377 46.9
R 0x499ceccc80 95.390 48.7
R 0x5d65fa9100 95.437 53.5
R 0x9ad0a8c00 95.464 51.9
R 0x333389ee80 95.534 45.2
R 0x14cc2a6b00 95.575 50.7
R 0x8fcd3c9c0 95.579 50.8
R 0x4c03e79080 95.627 46.7
R 0x6422e78280 95.667 50.3
R 0x3f38141780 95.697 52.2
R 0x248edfe4c0 95.728 47.8
R 0x3b968f0c80 95.736 49.3
R 0x6596437a40 95.854 46.8
R 0x29bd509800 95.934 53.5
R 0x1ee44232c0 95.953 48.9
R 0x4c1481e580 96.000 54.1
R 0x7cc8aeb900 96.004 52.9
R 0x2d8f47be80 96.014 45.6
R 0x551a9a2e40 96.021 46.3
R 0x272bb5c140 96.063 49.4
R 0x75ff746780 96.088 46.5
R 0x291dec15c0 96.106 47.1
R 0x7819ab1a80 96.130 46.9
R 0x47a0290880 96.131 48.7
R 0x51c4748d00 96.131 47.4
R 0x4dd7a9bfc0 96.145 49.8
R 0x47c7695500 96.171 52.3
R 0x24fe9b12c0 96.192 49.4
R 0x175c283980 96.200 50.7
R 0x1dafcc440 96.200 48.6
R 0x539aa20fc0 96.217 47.7
R 0x7bc7cbfe40 96.219 45.7
R 0x291dec1cc0 96.240 46.0
R 0x8fcd3c200 96.250 48.8
R 0x5c0dc12fc0 96.331 49.6
R 0x653dfd0f00 96.352 47.8
R 0x747dddf040 96.359 53.3
R 0x33fa97c840 96.402 50.4
R 0x5203c281c0 96.406 46.0
R 0x16c36820c0 96.433 52.5
R 0x1feb65bf40 96.433 50.2
R 0x551a9a2a40 96.495 52.4
R 0x3552b98c00 96.505 52.1
R 0x4bf07122c0 96.576 52.1
R 0x2e080bf2c0 96.602 47.1
R 0x6ce4ef2b80 96.604 46.7
R 0x6640b940 96.642 50.5
R 0x1f16d3f3c0 96.644 51.7
R 0x249df8e200 96.650 46.8
R 0x4100120ec0 96.666 50.5
R 0x25e2541700 96.697 50.6
R 0x42fd0434c0 96.752 52.8
R 0x76e590c700 96.767 54.4
R 0x44bfa6b640 96.780 47.5
R 0x6258fd24c0 96.835 49.2
R 0x75ff746680 96.859 49.4
R 0x375ca1e440 96.866 47.9
R 0x7855e32400 96.921 48.4
R 0x5890972500 96.957 45.3
R 0x8a1542c00 96.985 48.3
R 0x4ce0bbaf00 97.001 50.2
R 0x4f759dc640 97.035 47.5
R 0x76b455bc80 97.038 46.2
R 0x3182e5ff00 97.050 45.7
R 0x6b2808540 97.051 51.9
R 0x11f8fa5500 97.070 47.7
R 0x3a98ec0b00 97.071 50.9
R 0x6c91c64c00 97.087 54.5
R 0x2b78b5e280 97.122 52.8
R 0x22f4299100 97.203 54.5
R 0x42a7a2fc00 97.212 54.5
R 0x76790d80c0 97.269 49.0
R 0x17b4bca9c0 97.279 48.6
R 0x3bbfdd0a40 97.292 53.4
R 0x6a1e7c7340 97.306 53.4
R 0x1fecb90b80 97.324 51.2
R 0x5af24adf00 97.325 54.1
R 0x4f759dc880 97.367 47.7
R 0x2f1d8b5d80 97.385 53.7
R 0x3514634cc0 97.437 47.4
R 0x43bfce1800 97.486 51.4
R 0x3685296600 97.584 46.7
R 0x551a9a2400 97.624 52.5
R 0x5419492940 97.637 49.6
R 0x4c17ec5f40 97.639 47.6
R 0x4ac024f340 97.674 49.6
R 0xe0b43f7c0 97.741 46.2
R 0x366fd2d180 97.748 54.6
R 0x6d47d8f980 97.754 53.8
R 0x9ff8f1140 97.786 48.7
R 0x5c00b52500 97.794 53.0
R 0x465f27da40 97.868 50.3
R 0x4497712780 97.875 54.4
R 0x4497712680 97.906 45.8
R 0x44a754af80 97.920 53.6
R 0x72626770c0 97.941 47.5
R 0x78068f1580 98.013 48.4
R 0x51c4748640 98.065 49.1
R 0x70da124d00 98.071 47.0
R 0x6330be3c40 98.115 47.3
R 0x716d876c80 98.123 47.4
R 0x73492a5800 98.155 48.9
R 0x1bb4caeac0 98.195 53.7
R 0x2ed111c0c0 98.227 54.7
R 0x590f4d9a80 98.264 45.7
R 0x5b89c5cbc0 98.291 55.0
R 0x36aefc4f80 98.304 50.9
R 0x4d1a2bf900 98.346 51.0
R 0x76b455b640 98.389 50.7
R 0x2ec8f4e480 98.445 45.6
R 0x5fc07ba400 98.453 52.9
R 0x4a129771c0 98.489 50.5
R 0x6210703b40 98.500 47.3
R 0x4ce0bba400 98.522 54.1
R 0x651a448880 98.549 54.1
R 0x44bfa6b100 98.569 54.7
R 0x71d40e83c0 98.615 55.0
R 0x4e29a6f4c0 98.685 49.8
R 0x363bdfe780 98.726 50.4
R 0x9ff8f1e40 98.845 49.3
R 0x293b569440 98.911 52.5
R 0x4e8905cfc0 99.079 49.8
R 0x21ec5c0140 99.080 49.7
R 0x3af540b240 99.084 53.2
R 0x3f85f3c940 99.134 51.8
R 0x4497712400 99.251 54.3
R 0x47e7f8d480 99.261 47.0
R 0x5ed13dde00 99.355 48.3
R 0x4e7bdc1740 99.402 47.3
R 0x3d7d3434c0 99.436 50.0
R 0x4dfebd2600 99.480 49.9
R 0x3c070152c0 99.493 50.6
R 0x6fb1119d80 99.498 47.7
R 0x747dddfb80 99.532 51.1
R 0x77760f73c0 99.556 53.6
R 0x551a9a25c0 99.594 53.3
R 0x6e0fcf6780 99.606 45.8
R 0x8a1542940 99.623 52.1
R 0x619b2aeec0 99.636 46.2
R 0x76b455bec0 99.681 46.7
R 0x5024860d80 99.686 47.7
R 0x71dfc8b500 99.724 54.5
R 0x6330be35c0 99.743 51.7
R 0x6c91c64d00 99.754 47.7
R 0x136445e180 99.755 52.6
R 0xeb1542ac0 99.787 48.9
R 0x6b8515ea00 99.811 45.9
R 0x402f31eb40 99.860 50.4
R 0x3f85f3c940 99.914 53.2
R 0x40ec41ea80 99.990 53.4
R 0x3fe5530880 99.995 50.1
R 0x3fe5530100 100.004 51.1
R 0x20d6fca00 100.029 48.3
R 0x5fffa6ef80 100.055 53.5
R 0x6ee85c4540 100.156 46.1
R 0x5e04e30600 100.159 49.3
R 0x5ed13dd340 100.168 49.3
R 0x17a0da56c0 100.185 54.9
R 0x7262677580 100.234 49.0
R 0x2264fbaec0 100.248 45.2
R 0x485c0f1dc0 100.250 52.3
R 0x7b0b630040 100.265 55.0
R 0x3a04053e80 100.266 51.4
R 0x38b17c7140 100.298 52.0
R 0x4e29a6fb80 100.323 51.9
R 0xe0b43fe80 100.372 54.4
R 0x2f1d8b5400 100.487 45.8
R 0x6d107343c0 100.488 53.1
R 0x11c60307c0 100.575 48.4
R 0x7782271dc0 100.589 51.5
R 0x3a01ba7980 100.616 53.6
R 0x7819ab1200 100.619 54.5
R 0x6e810addc0 100.623 54.1
R 0x450ef8b540 100.671 53.7
R 0x2993a91bc0 100.715 51.8
R 0x13a6a27a00 100.747 49.5
R 0x3a040533c0 100.772 52.4
R 0x1e2f3932c0 100.793 49.6
R 0x1836331780 100.897 52.2
R 0x5fc07ba440 100.950 46.5
R 0x58a184d80 100.994 48.1
R 0x4347f40c00 101.125 49.7
R 0x16c3682d00 101.161 53.6
R 0x7831c61e00 101.166 53.0
R 0x2a9fc823c0 101.188 46.4
R 0x71ed86a580 101.190 49.2
R 0x6a0706fdc0 101.218 53.8
R 0x2978748600 101.224 46.7
R 0x2b577afb80 101.236 54.3
R 0x17055f6ec0 101.243 47.4
R 0x3c07015b80 101.253 51.4
R 0x36fb3bfd80 101.281 45.5
R 0x68c2edd780 101.344 53.0
